Title,Link,Image,Author,Date,Body
این سی سی آئی اے کا کراچی میں غیر قانونی کال سینٹرز کے خلاف بڑا کریک ڈاؤن,https://www.express.pk/story/2818230/nccia-launches-major-crackdown-against-illegal-call-centers-in-karachi-2818230,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
کراچی میں منشیات فروشوں کیخلاف مقدمات تیز، 2 ملزمان کو عمر قید کی سزا,https://www.express.pk/story/2818364/cases-against-drug-dealers-intensify-in-karachi-2-accused-sentenced-to-life-imprisonment-2818364,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
خواتین آج بھی عدم تحفظ کا شکار,https://express.pk/story/2817632/women-are-still-insecure-today-2817632,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
اردو ادب نوبل انعام سے محروم کیوں؟,https://express.pk/story/2817835/why-was-urdu-literature-deprived-of-the-nobel-prize-2817835,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
افغان طالبان کے حالیہ اقدامات کو ملک کے سرکاری قوانین کا درجہ دینا ناقابل قبول قرار,https://express.pk/story/2818375/afghan-taliban-and-their-citizens-2818375,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
حجاب کے بغیر گانے پر ایرانی گلوکارہ کو 74 کوڑوں کی سزا؟ عالمی سطح پر تشویش کی لہر,https://express.pk/story/2818314/iranian-singer-sentenced-to-74-lashes-for-singing-without-hijab-global-concern-2818314,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
بجٹ اور فلاح و بہبود اور غربت میں اضافہ ,https://www.express.pk/story/2818350/budget-aur-falah-o-behbood-aur-ghurbat-mein-izafa-2818350/,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
پیٹرول اور ڈیزل کے بعد مٹی کے تیل کی قیمت میں بھی بڑی کمی,https://www.express.pk/story/2818369/after-petrol-and-diesel-there-has-been-a-big-reduction-in-the-price-of-kerosene-2818369,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
ایس آئی ایف کی معاونت؛ خام وسائل کی ویلیو ایڈیشن سے برآمدات میں نمایاں اضافہ,https://express.pk/story/2818381/sif-support-significant-increase-in-exports-through-value-addition-of-raw-materials-2818381,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
فیفا ورلڈکپ: جرمن ٹیم کی جہاز میں بیٹھنے سے قبل مجرموں کی طرح تلاشی کی ویڈیو وائرل,https://www.express.pk/story/2818378/fifa-world-cup-germanys-players-underwent-strict-security-checks-before-leaving-us-2818378,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
تم چُپ رہو، اقوام متحدہ میں اسرائیلی سفیر نے مسلح تنازعات میں جنسی تشدد کی نمائندہ کو خاموش کرادیا,https://express.pk/story/2818387/israeli-envoy-shouts-be-quiet-at-un-official-during-sexual-violence-in-conflict-event-2818387,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
بلڈ پریشر نارمل ہوتے ہی ازخود دوا چھوڑ دینا خطرناک ثابت ہوسکتا ہے، ماہرین کی تنبیہ,https://express.pk/story/2818141/stopping-medication-as-soon-as-blood-pressure-returns-to-normal-can-be-dangerous-2818141,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
موبائل سمز کی ملکیت ایک سال سے پہلے ختم نہیں ہوسکتی، کیا یہ دعویٰ درست ہے؟,https://express.pk/story/2816085/fact-check-ownership-of-mobile-sims-cannot-expire-before-one-year-is-this-claim-true-2816085,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
ایل پی جی سلنڈروں کی ’ایکسپائری ڈیٹ‘ کا وائرل دعویٰ غلط نکلا، اوگرا نے حقیقت واضح کردی,https://express.pk/story/2816906/viral-claim-about-lpg-cylinders-expiration-date-turns-out-to-be-false-ogra-clarifies-the-truth-2816906,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
جسم میں موجود ایک نظر انداز عضو جو کینسر کیخلاف ڈھال بن سکتا ہے!,https://express.pk/story/2817817/a-useless-organ-that-doctors-often-remove-may-actually-fight-cancer-2817817,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
پاکستان نے سفارتی میدان میں بھارت کو پیچھے چھوڑ دیا,https://express.pk/story/2818370/pakistan-defeated-india-in-foreign-relations-2818370,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
لاہور؛ 12 سالہ بچی کے ساتھ زیادتی کا ملزم گرفتار کرلیا گیا,https://express.pk/story/2818389/lahore-suspect-arrested-for-raping-12-year-old-girl-2818389,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
سونے کی فی تولہ قیمت میں 14ہزار روپے سے زائد کی بڑی کمی,https://express.pk/story/2818269/gold-price-per-tola-drops-sharply-by-more-than-rs14000-2818269,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
بلوچستان میں عوامی سہولیات کی بہتری  کیلیے حکومتی عزم عملی اقدامات میں تبدیل,https://express.pk/story/2818380/governments-commitment-to-improving-public-facilities-in-balochistan-translated-into-practical-steps-2818380,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
برطانیہ میں دو ٹرینوں میں تصادم، ڈرائیور ہلاک، 33 زخمی,https://express.pk/story/2818382/driver-dies-and-33-seriously-injured-after-two-trains-collide-in-the-uk-2818382,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
نشہ آور دوا پلاکر14سالہ لڑکی سے جنسی زیادتی اور ویڈیو بنانے والا ملزم اور اسکی بہن گرفتار ,https://express.pk/story/2818249/suspect-and-his-sister-arrested-for-sexually-assaulting-and-videotaping-a-14-year-old-girl-while-taking-narcotics-2818249,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
پریتی زنٹا کو ڈیپ فیک مواد کے معاملے پر عدالتی محاذ میں بڑی کامیابی مل گئی,https://express.pk/story/2818240/deepfake-content-issue-preity-zinta-allowed-to-sue-google-and-meta-2818240,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
جنوبی کوریا: آن لائن شاپنگ کی لت میں مبتلا افراد کیلئے انوکھا اقدام,https://express.pk/story/2817970/south-koreas-help-shopping-addicts-2817970,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
تم چُپ رہو، اقوام متحدہ میں اسرائیلی سفیر نے مسلح تنازعات میں جنسی تشدد کی نمائندہ کو خاموش کرادیا,https://www.express.pk/story/2818387/israeli-envoy-shouts-be-quiet-at-un-official-during-sexual-violence-in-conflict-event-2818387,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
آج کا دن کیسا رہے گا؟,https://www.express.pk/story/2818318/horoscope-how-will-your-day-be-under-the-stars-saturday-june-20-2818318,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
سائنس دانوں نے ایک اور مہلک وائرس سے خبردار کر دیا!,https://express.pk/story/2818313/killer-virus-that-makes-the-body-fold-in-on-itself-2818313,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
اداکارہ زینب رضا کی ڈرامے میں بولڈ ڈریسنگ، مداحوں کی شدید تنقید,https://express.pk/story/2818384/zainab-razas-revealing-outfit-in-drama-rehmat-under-fire-2818384,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
21 سال پرانے فراڈ کیس کا فیصلہ جاری، ہرجانہ 50 لاکھ سے 15 کروڑ ہوگیا,https://www.express.pk/story/2818388/verdict-issued-in-21-year-old-fraud-case-damages-increased-from-rs-5-million-to-rs-150-million-2818388/,https://img.express.pk/logo/facebook-16.webp,N/A,N/A,"['\n                                                        صفحۂ اول\n                                                    ', '\n                                                        تازہ ترین\n                                                    ']"
